Commodity_Name,City,Date,Low_Price,High_Price,Origin,Item_Size
ORANGES,ATLANTA,01/13/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/13/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,01/19/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,01/19/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,01/19/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,01/19/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/19/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,02/05/2019,21.25,21.25,CALIFORNIA,113s
ORANGES,ATLANTA,02/05/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/05/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/11/2019,21.25,21.25,CALIFORNIA,113s
ORANGES,ATLANTA,02/11/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/11/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,01/25/2019,21.25,21.25,CALIFORNIA,113s
ORANGES,ATLANTA,01/25/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/25/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,01/22/2019,34.00,35.00,CALIFORNIA,56s
ORANGES,ATLANTA,01/22/2019,35.00,37.00,CALIFORNIA,88s
ORANGES,ATLANTA,01/22/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/22/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,01/31/2019,21.25,21.25,CALIFORNIA,113s
ORANGES,ATLANTA,01/31/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/31/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,01/16/2019,34.00,35.00,CALIFORNIA,56s
ORANGES,ATLANTA,01/16/2019,35.00,37.00,CALIFORNIA,88s
ORANGES,ATLANTA,01/16/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/16/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/10/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,02/10/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,02/10/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,02/10/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/10/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,01/14/2019,34.00,35.00,CALIFORNIA,56s
ORANGES,ATLANTA,01/14/2019,35.00,37.00,CALIFORNIA,88s
ORANGES,ATLANTA,01/14/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/14/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,01/09/2019,34.00,35.00,CALIFORNIA,56s
ORANGES,ATLANTA,01/09/2019,35.00,37.00,CALIFORNIA,88s
ORANGES,ATLANTA,01/09/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/09/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,01/29/2019,21.25,21.25,CALIFORNIA,113s
ORANGES,ATLANTA,01/29/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/29/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,01/10/2019,34.00,35.00,CALIFORNIA,56s
ORANGES,ATLANTA,01/10/2019,35.00,37.00,CALIFORNIA,88s
ORANGES,ATLANTA,01/10/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/10/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/07/2019,21.25,21.25,CALIFORNIA,113s
ORANGES,ATLANTA,02/07/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/07/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/16/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,02/16/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,02/16/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,02/16/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/16/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/02/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,03/02/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,03/02/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,03/02/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,03/02/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,01/23/2019,21.25,21.25,CALIFORNIA,113s
ORANGES,ATLANTA,01/23/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/23/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/02/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,02/02/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,02/02/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,02/02/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/02/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,01/17/2019,34.00,35.00,CALIFORNIA,56s
ORANGES,ATLANTA,01/17/2019,35.00,37.00,CALIFORNIA,88s
ORANGES,ATLANTA,01/17/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/17/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/06/2019,21.25,21.25,CALIFORNIA,113s
ORANGES,ATLANTA,02/06/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/06/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/04/2019,21.25,21.25,CALIFORNIA,113s
ORANGES,ATLANTA,02/04/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/04/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/14/2019,21.25,23.50,CALIFORNIA,113s
ORANGES,ATLANTA,02/14/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/14/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/19/2019,21.25,25.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/19/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/19/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/15/2019,21.25,23.50,CALIFORNIA,113s
ORANGES,ATLANTA,02/15/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/15/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,01/21/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,01/21/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,01/21/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,01/21/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/21/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,01/28/2019,21.25,21.25,CALIFORNIA,113s
ORANGES,ATLANTA,01/28/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/28/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/23/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,02/23/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,02/23/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,02/23/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/23/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,01/12/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,01/12/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,01/12/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,01/12/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/12/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,02/28/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,02/28/2019,21.25,25.00,CALIFORNIA,113s
ORANGES,ATLANTA,01/06/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,01/06/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,01/06/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,01/06/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/06/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,02/13/2019,21.25,21.25,CALIFORNIA,113s
ORANGES,ATLANTA,02/13/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/13/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/18/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,02/18/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,02/18/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,02/18/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/18/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,01/26/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,01/26/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,01/26/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,01/26/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/26/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,01/08/2019,34.00,35.00,CALIFORNIA,56s
ORANGES,ATLANTA,01/08/2019,35.00,37.00,CALIFORNIA,88s
ORANGES,ATLANTA,01/08/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/08/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/03/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,02/03/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,02/03/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,02/03/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/03/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/01/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/01/2019,21.25,25.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/26/2019,21.25,25.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/24/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,02/24/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,02/24/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,02/24/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/24/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,02/09/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,02/09/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,02/09/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,02/09/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/09/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,02/25/2019,21.25,25.00,CALIFORNIA,113s
ORANGES,ATLANTA,01/11/2019,34.00,35.00,CALIFORNIA,56s
ORANGES,ATLANTA,01/11/2019,35.00,37.00,CALIFORNIA,88s
ORANGES,ATLANTA,01/11/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/11/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,01/18/2019,34.00,35.00,CALIFORNIA,56s
ORANGES,ATLANTA,01/18/2019,35.00,37.00,CALIFORNIA,88s
ORANGES,ATLANTA,01/18/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/18/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/20/2019,21.25,25.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/20/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/20/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/21/2019,21.25,25.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/21/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,02/21/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,02/27/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,02/27/2019,21.25,25.00,CALIFORNIA,113s
ORANGES,ATLANTA,01/15/2019,34.00,35.00,CALIFORNIA,56s
ORANGES,ATLANTA,01/15/2019,35.00,37.00,CALIFORNIA,88s
ORANGES,ATLANTA,01/15/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/15/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,03/03/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,03/03/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,03/03/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,03/03/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,03/03/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,01/02/2019,34.00,35.00,CALIFORNIA,56s
ORANGES,ATLANTA,01/02/2019,35.00,37.00,CALIFORNIA,88s
ORANGES,ATLANTA,01/02/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/02/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,03/06/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/06/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/05/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/05/2019,21.25,25.00,CALIFORNIA,113s
ORANGES,ATLANTA,03/04/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/04/2019,21.25,25.00,CALIFORNIA,113s
ORANGES,ATLANTA,03/09/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,03/09/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,03/09/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,03/09/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,03/09/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/08/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/08/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/12/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/12/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/07/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/07/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/11/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/11/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/10/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,03/10/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,03/10/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,03/10/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,03/10/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/15/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/15/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/14/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/14/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/13/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/13/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,02/22/2019,21.25,25.00,CALIFORNIA,113s
ORANGES,ATLANTA,03/18/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/18/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,01/30/2019,21.25,21.25,CALIFORNIA,113s
ORANGES,ATLANTA,01/30/2019,32.00,33.50,CALIFORNIA,72s
ORANGES,ATLANTA,01/30/2019,34.00,34.00,CALIFORNIA,113s
ORANGES,ATLANTA,03/21/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/21/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/19/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/19/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/24/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,03/24/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,03/24/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,03/24/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,03/24/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/26/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/26/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/27/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/27/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/23/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,03/23/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,03/23/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,03/23/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,03/23/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/30/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,03/30/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,03/30/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,03/30/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,03/30/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/01/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,04/01/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/28/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/28/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/03/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,04/03/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/29/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/29/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/31/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,03/31/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,03/31/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,03/31/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,03/31/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/05/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,04/05/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/04/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,04/04/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/06/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,04/06/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,04/06/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,04/06/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,04/06/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/08/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,04/08/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/02/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,04/02/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/10/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/09/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,04/09/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/13/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,04/13/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,04/13/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,04/13/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,04/13/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/12/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/19/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/16/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/17/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/22/2019,25.00,25.00,FLORIDA,56s
ORANGES,ATLANTA,04/22/2019,21.00,23.00,FLORIDA,80s
ORANGES,ATLANTA,04/22/2019,19.75,20.50,FLORIDA,100s
ORANGES,ATLANTA,04/22/2019,14.50,17.50,FLORIDA,125s
ORANGES,ATLANTA,04/22/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/20/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,04/20/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,04/20/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,04/20/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,04/20/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/20/2019,19.00,19.00,CALIFORNIA,72s
ORANGES,ATLANTA,03/20/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,03/16/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,03/16/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,03/16/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,03/16/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,03/16/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/26/2019,25.00,25.00,FLORIDA,56s
ORANGES,ATLANTA,04/26/2019,21.00,23.00,FLORIDA,80s
ORANGES,ATLANTA,04/26/2019,19.75,20.50,FLORIDA,100s
ORANGES,ATLANTA,04/26/2019,14.50,17.50,FLORIDA,125s
ORANGES,ATLANTA,04/26/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/14/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,04/14/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,04/14/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,04/14/2019,19.00,22.50,CALIFORNIA,72s
ORANGES,ATLANTA,04/14/2019,25.00,28.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/18/2019,21.25,21.50,CALIFORNIA,113s
ORANGES,ATLANTA,04/28/2019,20.00,23.00,FLORIDA,56s
ORANGES,ATLANTA,04/28/2019,20.00,22.00,FLORIDA,80s
ORANGES,ATLANTA,04/28/2019,16.00,17.50,FLORIDA,125s
ORANGES,ATLANTA,04/28/2019,19.00,22.50,CALIFORNIA,72s
